id,Tweet,Date,sentiment_score,sentiment
1531296999806484480,cuz jahplaka solitude forget say elevy sef dey charlie solitudebyjahplaka,2022-05-30 15:30:29+00:00,5,Very Positive
1531293709706436608,wonder otumfuo waaa busy supporting elevydem give acres land,2022-05-30 15:17:25+00:00,5,Very Positive
1531292577684721664,lawrenceawallac joynewsontv elevy sef illegal,2022-05-30 15:12:55+00:00,1,Very Negative
1531291060470784000,cjeaston1 send momo dear dw ill pay elevy,2022-05-30 15:06:53+00:00,1,Very Negative
1531288465895211008,bro dey come transaction wey dem go tear elevy top heart dey pain,2022-05-30 14:56:34+00:00,5,Very Positive
1531287103669256192,herh addo dee errr meet man face face errr go use strength muscle mind soul beg job walahi man dey stress asantehene elevy nabco hearts oak shatta wale,2022-05-30 14:51:10+00:00,5,Very Positive
1531285081108713472,roskobby vegestor kdyorke mr_fiifi rubbishdid guy tell withdrew cedis bank account momo accounteverybody aware cedis elevy doesnt apply,2022-05-30 14:43:07+00:00,1,Very Negative
1531284296375357440,blackboyflyy_ evans_neyo dey pay elevy nso p3 fine girl,2022-05-30 14:40:00+00:00,5,Very Positive
1531284132235464705,theyre preparing bring toll booth back implementing obnoxious elevy tax expect hardship satanic administration led nana addo state grabbing cabal,2022-05-30 14:39:21+00:00,1,Very Negative
1531283278350667778,elevy bonus added ghanaians upon gold timber oil morehherr ghana,2022-05-30 14:35:58+00:00,5,Very Positive
1531283216111476737,somebodys elevy charge actual balance humble daruzz,2022-05-30 14:35:43+00:00,4,Positive
1531282280290959360,jnyanful exactly called ones accumulated service charges opted problem gh extra cos paid via card instead cash doubt elevy even gh,2022-05-30 14:32:00+00:00,1,Very Negative
1531281869442105345,thatesselguy immediately see elevy charge naaa change mind n strt looking options,2022-05-30 14:30:22+00:00,2,Negative
1531280175933145088,adwoa safo post paid nabco post8 months paid wise men ruling ghana accra elevy nakufoaddo mbawumia,2022-05-30 14:23:38+00:00,1,Very Negative
1531279855605653504,yall paying rt d3n eii aden na mu agyimi saaelevy s3f far go finish go come talk twitter ppl intelligent pass tweakai,2022-05-30 14:22:22+00:00,1,Very Negative
1531278588506406912,chief supporting elevynot knowing hes bribed,2022-05-30 14:17:19+00:00,5,Very Positive
1531277508938801154,much gathered far elevy,2022-05-30 14:13:02+00:00,3,Neutrial
1531277380429438977,please elevy charge ghs help,2022-05-30 14:12:31+00:00,5,Very Positive
1531275074828902403,official_clev gh san go tear elevy,2022-05-30 14:03:22+00:00,1,Very Negative
1531275035679240192,garbra1ebenezer adwoamansa2 joynewsontv know theres elevy merchant payments dont know merchants pay taxes already,2022-05-30 14:03:12+00:00,1,Very Negative
1531274774642565122,nana show boy already month paying elevy jobs goodies u promised us paying elevy enough,2022-05-30 14:02:10+00:00,1,Very Negative
1531274059509555200,joynewsontv illegal elevy sending money think everyone phone amshow,2022-05-30 13:59:20+00:00,1,Very Negative
1531270997105594369,good morning remind guys npp respect nana addo bawumia elevy days expire,2022-05-30 13:47:10+00:00,5,Very Positive
1531270662660280327,levels tolerance mediocre bad governance ghana mind boggling noice fuel price gone elevy brouhaha gone land grabbing allegations gonethe political class forever take us ridewere architects misfortune,2022-05-30 13:45:50+00:00,1,Very Negative
1531269974777638912,dont forget pemso supported elevy asantes state lands power,2022-05-30 13:43:06+00:00,1,Very Negative
1531265260203692033,adom1063fm enjoy elevy,2022-05-30 13:24:22+00:00,5,Very Positive
1531262989239824384,good day mr president since passed elevy birthday please call black stars coach,2022-05-30 13:15:20+00:00,5,Very Positive
1531259873211695104,elevy violated taxation rules,2022-05-30 13:02:57+00:00,1,Very Negative
1531257846477774849,npp government borrowed impending debt crisis elevy cant even deal withsoon ghana owned elon musk type person,2022-05-30 12:54:54+00:00,1,Very Negative
1531257659831328775,joynewsontv procurement breaches npa amounts staggering million gh225 billionthis total revenue elevy estimated generate year gh6 billionthis illegal poor ghanaians trying surviveuseless leaders,2022-05-30 12:54:10+00:00,1,Very Negative
1531256576551567360,rich_sody eddykingsford rafurl didnt listen road minister elevy,2022-05-30 12:49:51+00:00,3,Neutrial
1531254639865339904,broken_heart490 dey want one make dem deduct elevy,2022-05-30 12:42:10+00:00,1,Very Negative
1531254526291988480,lawrenceawallac joynewsontv already introduction elevy man claiming illegal country ankasa,2022-05-30 12:41:43+00:00,1,Very Negative
1531251774337818625,lawrenceawallac joynewsontv elevy must means send money throuh phone even cash tax sending done nothing wrong choose another means send elevy supporter making sense anymore,2022-05-30 12:30:46+00:00,1,Very Negative
1531250181584441347,mc_mens1 vodafoneghana actually avoid charge initiate bank bank transfers elevy kicks hit ghc bank bank transfers cost cedis,2022-05-30 12:24:27+00:00,1,Very Negative
1531250043105300482,joynewsontv come arrest us take us court proponetstof elevy dumb,2022-05-30 12:23:54+00:00,1,Very Negative
1531249331260604416,elevy make things tough kentry di3 send lady momo wey drop p3 give van dijk mins straight liverpool funs understand,2022-05-30 12:21:04+00:00,5,Very Positive
1531247209529937920,time ghanaians learn sense politicians think fools akuffo borrowed billion dollars knows used kasa nkoaa instead cut money going office presidency hes charging wicked tax called elevy,2022-05-30 12:12:38+00:00,1,Very Negative
1531246693525618689,accraaaaaa_ elevy go hearbra tu su wai,2022-05-30 12:10:35+00:00,1,Very Negative
1531245618672304128,solitudebyjahplaka tune make nana addo government stop taking elevy,2022-05-30 12:06:19+00:00,1,Very Negative
1531244354706219008,adwoamansa2 joynewsontv youre serious isnt elevy expensive,2022-05-30 12:01:17+00:00,1,Very Negative
1531243498720075778,kwesikemetse elevy arent friends,2022-05-30 11:57:53+00:00,5,Very Positive
1531242314903048193,almost month since elevy started havent paid penny,2022-05-30 11:53:11+00:00,1,Very Negative
1531241726911860738,daddys_girltn apparently single reasonnow time bye elevy country,2022-05-30 11:50:51+00:00,1,Very Negative
1531239710458318848,political talk said done ghanaians wont able read bn lines navigate political talks amp feasible promises1 region airport amp majority masses buy even failed promises promises elevy redeeming nation,2022-05-30 11:42:50+00:00,1,Very Negative
1531239559207452672,ne_kwasia_ yeah charge elevy,2022-05-30 11:42:14+00:00,5,Very Positive
1531239287517241344,rydee elevy money make ghana changemake start theyve spent,2022-05-30 11:41:09+00:00,1,Very Negative
1531239107904430086,still havent paid elevy go make government chop money,2022-05-30 11:40:27+00:00,1,Very Negative
1531236135304843267,adwoamansa2 joynewsontv mtn charge cashing understand still twitching elevy govt sender must pay levy govt ought insist businesses merchant sim registered gra tax purposes,2022-05-30 11:28:38+00:00,1,Very Negative
1531234841714475009,lydiaforson accepted elevy tax sanitary pad draw line eyyyyy,2022-05-30 11:23:29+00:00,4,Positive
1531234780435595264,barcelona fans ghana needs pay elevy support club club collapse,2022-05-30 11:23:15+00:00,1,Very Negative
1531234189793705984,manasseh_azure wonder supported elevy,2022-05-30 11:20:54+00:00,5,Very Positive
1531233331005767680,paying elevy yet nss personals cant paidno one month paymentnsspersonnelaresuffering johnniesbite,2022-05-30 11:17:29+00:00,1,Very Negative
1531232307423715334,vodafoneghana please charged elevy ghc p,2022-05-30 11:13:25+00:00,1,Very Negative
1531231098272874498,quame_age ato_tabiri dont bore elevy use develop country,2022-05-30 11:08:37+00:00,4,Positive
1531228546705809409,gyaigyimii elevy issues bro france,2022-05-30 10:58:29+00:00,3,Neutrial
1531227935876730880,try buy gh prepaid u r deducted elevy u say whati applaud governmentelevy,2022-05-30 10:56:03+00:00,1,Very Negative
1531227485404266497,aboa_banku1 retweet group k3k3 gh weekly na elevy koraa te s3n ghana de3 little chance blackman want use mind,2022-05-30 10:54:16+00:00,1,Very Negative
1531223457685508096,elevy transaction sending money momo vendors illegal member elevy technical committee patrick frimpong danso vovnews,2022-05-30 10:38:15+00:00,1,Very Negative
1531221584521969664,bro dont think could ever get used elevy charge,2022-05-30 10:30:49+00:00,1,Very Negative
1531220822702055424,berkotv_ massa tired paying elevy,2022-05-30 10:27:47+00:00,1,Very Negative
1531220276326944769,odoblack22 momo elevy dierrr everything finish na love p3,2022-05-30 10:25:37+00:00,1,Very Negative
1531219944645480448,eeih chale dey go wey squad dem dey pay elevy retweet group eeih hear whatsapp maintenance toochale u squad get monies oo,2022-05-30 10:24:18+00:00,1,Very Negative
1531219264845361153,gyaigyimii nothing much oooo account balance make less pass elevy tax,2022-05-30 10:21:36+00:00,1,Very Negative
1531218389519179776,quame_age yhh vodacash dey charge bank transfers even elevy thing charge dont charge transactions tho,2022-05-30 10:18:07+00:00,1,Very Negative
1531217744003313664,originalmojoe quame_age elevy charges bruh youd paid network,2022-05-30 10:15:33+00:00,1,Very Negative
1531217680086274050,quame_age elevy thing dey vex pass,2022-05-30 10:15:18+00:00,1,Very Negative
1531213576026873856,sake likes retweets useless tweets dey pay membership dues retweets groups wont akyem hush puppi charge us elevy,2022-05-30 09:58:59+00:00,1,Very Negative
1531212525919936512,bobby8134 elevy best,2022-05-30 09:54:49+00:00,5,Very Positive
1531212303152062464,joynewsontv think smart smarter calculation said elevy say go pay pay,2022-05-30 09:53:56+00:00,1,Very Negative
1531211038833647617,kayjnr10 elevy x ooo,2022-05-30 09:48:54+00:00,5,Very Positive
1531210812005789698,joynewsontv alternative channels deemed illegal given elevy bill explicitly prescribe legal acceptable channels money transfer criminalise existing ones therefore difficult govt justify position court,2022-05-30 09:48:00+00:00,1,Very Negative
1531209298696708097,barcelona cant register kessie den christensen next season naa point make laporta take every barca fan elevy cosss,2022-05-30 09:41:59+00:00,5,Very Positive
1531209274113896448,joynewsontv remember momo vendors association went meet president show support elevy e go like rapture kill business finally customers first stakeholders crying yet u thought wise go show support,2022-05-30 09:41:54+00:00,1,Very Negative
1531208584972931072,joynewsontv elevy ppl sending moneys others thru momo vendors illegal,2022-05-30 09:39:09+00:00,1,Very Negative
1531207232943177728,t_glorybwoy joynewsontv use elevy pay members technical committee,2022-05-30 09:33:47+00:00,5,Very Positive
1531206756835250177,joynewsontv senseless talk whats medium sending money introduction wicked elevy tax guys guided making statements learn sense,2022-05-30 09:31:53+00:00,1,Very Negative
1531206517957005312,afia_dimple nana addo dey come collect dues attached elevy,2022-05-30 09:30:56+00:00,1,Very Negative
1531206277308760065,waa look alhaji doesnt want send money sandema accra pay elevy boss initiatedthe way alhaji dey say gerrit makes forget ritmorningstarr starr1035fm,2022-05-30 09:29:59+00:00,1,Very Negative
1531205163012194304,quame_age don_expenoza vodafone cash fee voda dont charge cash transactions elevy charged,2022-05-30 09:25:33+00:00,1,Very Negative
1531205029633351680,quame_age vodafone charges elevy dey dont charge transfer charges like mtn tigocash,2022-05-30 09:25:02+00:00,3,Neutrial
1531204791317168128,quame_age sending money using vodafone free deduct elevy thats transactions day cedis,2022-05-30 09:24:05+00:00,1,Very Negative
1531204101899538432,quame_age free vodafone buh elevy charges applies,2022-05-30 09:21:20+00:00,5,Very Positive
1531203178070433792,cassielforson naana_osei dont worry elevy come solve mismanagement calm wae,2022-05-30 09:17:40+00:00,3,Neutrial
1531200249808703489,sss_promotion mr_ceyram problems ghana including npp black stars shata wale elevy sende na mensende etc somebro ein ei,2022-05-30 09:06:02+00:00,1,Very Negative
1531200145479573506,one dier elevy twitter oo,2022-05-30 09:05:37+00:00,1,Very Negative
1531199888754630656,leslie_kkay elevy mad,2022-05-30 09:04:36+00:00,5,Very Positive
1531199774610927620,kayjnr10 kyers back back collection taxes citizens oo elevy maintenance fee,2022-05-30 09:04:09+00:00,1,Very Negative
1531198700701220865,joynewsontv even say vendors withdrawal sending even elevy,2022-05-30 08:59:53+00:00,1,Very Negative
1531198594358956032,bcos elevy come cant send money vendors bcos b4 intro e levy joynews,2022-05-30 08:59:27+00:00,5,Very Positive
1531198418688741376,elevy transaction gra meet charging entities member elevy technical committee patrick frimpong danso amshow,2022-05-30 08:58:45+00:00,4,Positive
1531197431764996096,_sabiboi drayy09 wei de like elevy oo,2022-05-30 08:54:50+00:00,1,Very Negative
1531196924207955968,ridee small thing den somebody wan use ein mind give addo say elevy abenkwan influencers say maintenance fee rt den whatsapp groups eeii,2022-05-30 08:52:49+00:00,1,Very Negative
1531196860458729472,elevy transaction sending money momo vendors illegal member elevy technical committee patrick frimpong danso amshow,2022-05-30 08:52:34+00:00,1,Very Negative
1531196043290877956,akee__lah theyre elevy,2022-05-30 08:49:19+00:00,1,Very Negative
1531194547912462336,mrlamar01 elevy dey,2022-05-30 08:43:23+00:00,5,Very Positive
1531193631847108608,imagine tear elevy dey pay whatsapp maintenance fee nana addo must proud,2022-05-30 08:39:44+00:00,5,Very Positive
1531193113569644544,elevy transaction hoping get first initial report end month present ghanaians member elevy technical committee patrick frimpong danso amshow,2022-05-30 08:37:41+00:00,4,Positive
1531191891529801728,pay dues give kasoa bob marley retweet group anka ago take pay elevy,2022-05-30 08:32:49+00:00,1,Very Negative
1531191813268291586,youth paying retweet group dues reason nana addo brought elevy,2022-05-30 08:32:31+00:00,1,Very Negative
1531191515011334147,one person dey pay elevy retweet gruop dues whatsapp maintenance fee lmao squad really get money,2022-05-30 08:31:19+00:00,1,Very Negative
1531190734275104768,one person dey pay elevy retweet gruop dues whatsapp maintenance fee lmao squad really get money,2022-05-30 08:28:13+00:00,1,Very Negative
1531190318011392002,ayeduase pulisic blocked yesterday cos wanted way swerve elevy told jack party voted defending wants use build nation want swerve niga block quick deleted tweet,2022-05-30 08:26:34+00:00,1,Very Negative
1531190124616327168,abenamagis elevy sad,2022-05-30 08:25:48+00:00,1,Very Negative
1531189475967107074,rt group maintenance fee rydee everybro dey use addo showboy elevy tactics demma fault mom ghana hard,2022-05-30 08:23:13+00:00,3,Neutrial
1531189008163807233,felixromark ghanafaofficial use elevy better one guys relax,2022-05-30 08:21:22+00:00,3,Neutrial
1531188482424684545,davidibamanuel lef guy npp guy wey want swerve elevy wey call u bore told government voted wants use build nation want swerve agh bore,2022-05-30 08:19:16+00:00,1,Very Negative
1531186087657349120,nana addo say pay elevy vex dey twitter dey pay emaintenance lmao,2022-05-30 08:09:46+00:00,1,Very Negative
1531185820102713344,y979fm iamchelsysey djgunshotonyfm sakof system would prefer cleanerelevy saf go tear like plus unstable utilities huge prices,2022-05-30 08:08:42+00:00,2,Negative
1531185139480506369,akuffo addo dey take elevy unruly dey take dues thats good leaders,2022-05-30 08:05:59+00:00,5,Very Positive
1531184991597694977,people paying elevy retweet group dues time naaa squad get money,2022-05-30 08:05:24+00:00,1,Very Negative
1531184907996864512,pay elevy make dem take develop county say dey pay rt group dues twene jonas must hear people forest,2022-05-30 08:05:04+00:00,1,Very Negative
1531183765799817217,amavicencia sister_grr gyaigyimii aboa_banku1 ghana_yesu_ the_marcoli_boy mrlamar01 asiedumends kvng_baff gyae_me elevy koraa im paying na,2022-05-30 08:00:32+00:00,1,Very Negative
1531183081461268480,ghanaians ankasa u guys scamming dey sweet u nana addo say mke u pay elevy u dey cry saying u dey pay retweet dues smh lets serious okay,2022-05-30 07:57:49+00:00,1,Very Negative
1531182361538437120,elevy passed theres need ad hear every morning citi973 pretty annoying makes sense,2022-05-30 07:54:57+00:00,2,Negative
1531181210332016640,paying elevy still pay dues retweet groups people impossible,2022-05-30 07:50:23+00:00,1,Very Negative
1531177979639762945,ghanas suffering painful see ghanaian youth defend bawumia regional npp executives received covid relief funds ordinary ghanaians expected pay elevy high transportation fees compensate money wasted,2022-05-30 07:37:32+00:00,1,Very Negative
1531175792377479170,retweet group elevy come dey top blame akuffo addo wei y3 egroup,2022-05-30 07:28:51+00:00,5,Very Positive
1531168929833439233,gtbankghana elevy take much money,2022-05-30 07:01:35+00:00,5,Very Positive
1531168921704976384,anie_wall ghana hasnt fought war cant afford government taking money elevy tourism get every december,2022-05-30 07:01:33+00:00,5,Very Positive
1531163382757441539,_rick yawkuulboy knew days ago world menstrual hygiene day women making noise itelevy noise made akuffo addo hear,2022-05-30 06:39:32+00:00,1,Very Negative
1531159921064128515,gyaigyimii stopped paying elevy,2022-05-30 06:25:47+00:00,1,Very Negative
1531158727990071303,eddykingsford kellskill rafurl told using elevy fix roads,2022-05-30 06:21:02+00:00,4,Positive
1531129796859727872,asemota ghana need pay elevy everything makes life easier us take away usits pay extra getat decide,2022-05-30 04:26:05+00:00,1,Very Negative
1531049728720379906,ayeduase pulisic always dey tweet favor government p wan dodge elevy wey call block cry cry baby,2022-05-29 23:07:55+00:00,1,Very Negative
1531045392560926720,anita__akuffo ernest opoku doesnt want paying elevy want runaway,2022-05-29 22:50:41+00:00,1,Very Negative
1531045238751563779,procurement breaches npa amounts staggering million gh225 billionthis total revenue elevy estimated generate year gh6 billion,2022-05-29 22:50:05+00:00,1,Very Negative
1531044573069381632,moment dem tear elevy naaa like nana addo come pick pocket fit anything,2022-05-29 22:47:26+00:00,1,Very Negative
1531042512491761664,quame_age government voted introduced elevy help build nation finding way avoid,2022-05-29 22:39:15+00:00,5,Very Positive
1531040698480349185,elevy cant never solve ghanas problems ghana ranked debt distress country may collapse useless government still parliament seeking loan approval,2022-05-29 22:32:02+00:00,1,Very Negative
1531035490723454976,tv3_ghana opokus know much opportunist like guy yawaaa tv3daterush wants run away elevy holland,2022-05-29 22:11:20+00:00,1,Very Negative
1542290291360776193,fool also pay elevy already broke nw,2022-06-29 23:33:54+00:00,1,Very Negative
1542281432202108928,elevy phase de unless people run,2022-06-29 22:58:42+00:00,1,Very Negative
1542277891471319043,abenamagis eiii really new elevy anaa,2022-06-29 22:44:38+00:00,5,Very Positive
1542277569369833472,st july deposit money mobile money wallet ill deducted elevy,2022-06-29 22:43:21+00:00,1,Very Negative
1542275252302106624,thedapper_ thing sef shun already today elevy tomorrow momo fraud,2022-06-29 22:34:08+00:00,1,Very Negative
1542274786352578561,want know cag also pays elevy salaries govt workers,2022-06-29 22:32:17+00:00,5,Very Positive
1542273762007072774,bbsimons use elevy whilst take ghana imf suffer gabbydarko already startedthat way wont account elevy theyve taken far,2022-06-29 22:28:13+00:00,1,Very Negative
1542268287131713540,ah join space make dey fight snapscore nakufoaddo elevy unless double angry enough,2022-06-29 22:06:28+00:00,1,Very Negative
1542267300262432770,ilatif_ mubarickali1 till stop paying elevy,2022-06-29 22:02:32+00:00,1,Very Negative
1542261374881075200,gra chose use taxi driver wearing gold watch convince us pay elevy okay problem rest case,2022-06-29 21:39:00+00:00,3,Neutrial
1542260611161235457,korshie_photos korankyeben unis_queen hahahahaha aswear boys dey make money lol elevy sht,2022-06-29 21:35:58+00:00,1,Very Negative
1542257049186213888,dey want elevy san dey stress say make link ghana card go block simna quickloan adey go take seff,2022-06-29 21:21:48+00:00,1,Very Negative
1542253993061236737,wait oooooo one network company wants tell av use gig less hours abeg bundle tooo elevy catch um anaaa fixthecountry,2022-06-29 21:09:40+00:00,1,Very Negative
1542253248698109954,backyardspacetoto ho elevy sneaker nyame hi fool ruff,2022-06-29 21:06:42+00:00,1,Very Negative
1542251971461189632,cantonment_lord im surprised hasnt started mpothe roads minister keeps promising former toll workers theyll recalled one interview watched woman said told theyll recalled introduction elevy,2022-06-29 21:01:38+00:00,1,Very Negative
